Id,state_code,latitude,longitude,zip_code,city,name,founded_at,closed_at,age_final,first_funding_at,last_funding_at,age_first_funding_year,age_last_funding_year,funding_rounds,funding_total_usd,milestones,category_code,has_VC,has_angel,has_roundA,has_roundB,has_roundC,has_roundD,avg_participants,status
494,GA,"372,624,049","-12,195,770,520,000,000",95008,Campbell,Atrua Technologies,01/01/2000,,12,07/12/2006,2/25/2009,6,9,3,"13,000,000",1,mobile,0,0,0,0,0,1,3,acquired
87,CA,"37,293,687","-121,934,573",95008,Campbell,Casabi,01/01/2004,,8,12/19/2005,12/03/2007,1,3,2,"12,800,000",1,mobile,0,0,1,1,0,0,2.5,acquired
985,CA,"42,350,749","-8,344,458,900,000,000",48187,Canton,Danotek Motion Technologies,01/01/2001,01/05/2013,11,11/19/2008,8/30/2011,7,10,3,"42,700,000",1,cleantech,1,0,0,1,0,0,3.6667,closed
432,CA,"33,133,524","-117,254,593",92010,Carlsbad,Aptera,01/01/2003,01/12/2011,9,7/25/2008,7/13/2011,5,8,3,"36,300,000",2,automotive,1,0,0,0,1,0,1.5,closed
882,CA,"3,309,568","-117,244,034",92009,Carlsbad,BrightQube,01/10/2006,01/10/2009,6,01/05/2007,5/27/2008,0,2,2,"850,000",0,ecommerce,0,1,1,0,0,0,1,closed
937,CA,"33,158,093","-117,350,597",92008,Carlsbad,WiLinx,01/01/2003,04/01/2012,9,10/01/2007,10/01/2007,4,4,1,"15,000,000",0,semiconductor,0,0,0,0,1,0,1,closed
77,IL,"34,394,343","-11,951,231",93013,Carpinteria,AdECN,01/01/2003,,9,01/02/2006,01/02/2006,3,3,1,"3,100,000",1,advertising,0,0,1,0,0,0,5,acquired
608,MA,"39,568,064","-104,977,831",80112,Centennial,Internet Pawn,01/01/2009,01/03/2013,3,05/05/2010,8/27/2013,1,4,5,"7,228,704",2,finance,1,0,1,0,0,0,2,closed
601,CA,"40,116,421","-88,243,383",61820,Champaign,Caterva,01/01/2008,01/06/2013,4,12/15/2009,06/07/2011,1,3,2,"2,408,500",1,social,0,1,0,0,0,0,3,closed
392,VA,"3,887,804,000,000,000","-77,436,151",22031,Chantilly,Fortisphere,01/01/2006,01/05/2010,6,11/19/2007,11/19/2007,1,1,1,"10,000,000",1,software,0,0,1,0,0,0,2,closed
535,WA,"38,030,823","-7,848,158,000,000,000",22902,Charlottesville,Hotelicopter,01/06/2006,01/08/2012,6,11/17/2008,3/31/2011,2,5,2,"5,000,000",6,web,0,0,1,1,0,0,1,closed
736,CO,"42,599,814","-71,367,284",1824,Chelmsford,Desktone,01/01/2006,,6,7/30/2007,12/16/2011,1,5,5,"25,413,298",1,network_hosting,1,0,1,1,0,0,3,acquired
836,IL,"38,963,492","-77,091,025",20815,Chevy Chase,JackBe,01/01/2002,,10,10/01/2006,08/04/2010,4,8,4,"24,500,000",5,software,0,0,0,1,1,1,4.3333,acquired
165,CA,"41,875,555","-87,624,421",60601,Chicago,BridgePort Networks,01/01/2002,,10,03/11/2006,03/11/2006,4,4,1,"13,000,000",1,software,0,0,0,0,1,0,4,acquired
828,CA,"41,878,984","-87,637",60606,Chicago,Open Kernel Labs,01/01/2006,,6,9/13/2007,06/07/2012,1,6,5,"10,764,323",3,software,1,0,1,0,0,0,2,acquired
227,TX,"3,978,373","-100,445,882",60607,Chicago,CakeStyle,01/08/2011,01/08/2013,1,8/13/2012,8/13/2012,1,1,1,"1,000,000",2,web,0,1,0,0,0,0,1,closed
725,CA,"41,875,555","-87,624,421",60606,Chicago,Netgamix Inc,9/24/2010,03/04/2012,2,10/15/2011,01/07/2012,1,1,3,"132,885",2,games_video,0,1,0,0,0,0,1,closed
159,TN,"418,851,542","-8,762,231,829,999,990",60601,Chicago,Brickfish,01/11/2005,,7,7/16/2010,7/16/2010,5,5,1,"940,261",2,software,0,0,1,0,0,0,1,acquired
709,NY,"41,940,611","-87,835,972",60631,Chicago,NeuroTherapeutics Pharma,01/01/2006,01/06/2013,6,5/20/2010,12/15/2011,4,5,2,"55,000,000",1,biotech,1,0,0,1,0,0,4,closed
868,CA,"41,875,555","-87,624,421",60657,Chicago,Media Chaperone,01/01/2009,01/06/2013,3,1/14/2010,2/24/2011,1,2,2,"1,050,000",1,web,1,0,0,0,0,0,1,closed
30,NY,"41,889,474","-87,628,912",60610,Chicago,FeedBurner,01/02/2004,,8,01/06/2004,01/04/2005,0,1,2,"8,000,000",4,web,0,0,1,1,0,0,4,acquired
609,NY,"41,879,535","-87,624,333",60654,Chicago,FeeFighters,01/01/2009,,3,01/05/2010,12/01/2011,1,2,3,"1,525,000",2,ecommerce,0,1,0,0,0,0,2.6667,acquired
1102,MA,"41,875,555","-87,624,421",60654,Chicago,MyCabbage,01/03/2010,01/06/2013,2,3/24/2011,8/23/2012,1,2,2,"950,000",2,mobile,1,0,1,0,0,0,3,closed
760,MN,"418,969,173","-876,435,474",60654,Chicago,walkby,01/08/2012,01/01/2013,0,01/08/2012,10/04/2013,0,1,2,"650,000",2,ecommerce,1,1,0,0,0,0,1,closed
502,CA,"3,778,505,300,000,000","-122,287,295",60606,Chicago,Braintree,01/10/2007,,5,6/29/2011,9/17/2012,4,5,2,"69,000,000",2,software,0,0,1,1,0,0,3.5,acquired
295,TX,"41,916,619","-87,686,634",60647,Chicago,Where I've Been,08/06/2007,,5,3/15/2008,4/15/2010,0,2,2,"1,750,000",2,travel,1,1,0,0,0,0,1,acquired
1087,WA,"39,099,909","-84,504,243",45202,Cincinnati,Define My Style,01/02/2010,01/01/2012,2,02/12/2011,02/12/2011,1,1,1,"690,000",1,web,0,1,0,0,0,0,3,closed
1060,CA,"39,099,909","-84,504,243",45202,Cincinnati,StyleZen,01/09/2011,01/04/2013,1,01/09/2011,01/09/2011,0,0,1,"20,000",1,fashion,0,1,0,0,0,0,1,closed
1105,PA,"39,099,909","-84,504,243",45202,Cincinnati,Transactiv,01/07/2009,7/19/2013,3,10/13/2009,10/13/2009,0,0,1,"1,200,000",2,advertising,0,0,1,0,0,0,4,closed
1084,MA,"41,505,161","-81,693,445",44131,Cleveland,Five Star Technologies,01/01/1999,02/02/2012,13,11/30/2006,11/24/2009,7,10,3,"13,222,860",0,other,1,0,0,0,0,0,3,closed
215,CA,"38,988,766","-76,940,952",20742,College Park,Zymetis,01/01/2006,07/12/2012,6,11/01/2010,1/31/2010,4,4,2,"2,257,464",0,biotech,1,0,0,0,0,0,1,closed
35,TX,"392,328,783","-768,204,666",Maryland 21045,Columbia,Heartscape,01/01/2000,10/15/2009,12,4/24/2007,4/24/2007,7,7,1,"16,980,999",1,biotech,0,0,0,1,0,0,1,acquired
276,CO,"3,996,226","-8,300,070,600,000,000",43207,Columbus,Dormzy,01/05/2010,01/03/2013,2,01/05/2010,01/05/2010,0,0,1,"250,000",1,ecommerce,0,1,0,0,0,0,1,closed
569,CA,"400,708,709","-75,302,716",19428,Conshohocken,ShopRunner,01/01/2010,,2,8/19/2013,8/19/2013,3,3,1,"75,000,000",4,ecommerce,1,0,0,0,0,0,1,acquired
216,NY,"37,320,309","-12,205,004",95014,Cupertino,Solidcore Systems,01/01/2002,,10,2/17/2005,4/25/2007,3,5,3,"40,000,000",1,software,0,0,0,1,1,1,3,acquired
1090,CA,"37,320,309","-12,205,004",95014,Cupertino,ViVu,01/01/2009,,3,9/21/2009,09/06/2011,0,2,2,"3,000,000",2,messaging,0,0,1,1,0,0,2.5,acquired
901,IL,"37,316,653","-12,205,074",95014,Cupertino,Parascale,01/01/2005,,7,6/23/2008,6/23/2008,3,3,1,"11,370,000",3,network_hosting,0,0,1,0,0,0,2,acquired
46,CA,"37,320,309","-12,205,004",95014,Cupertino,Neterion,01/01/2001,,11,2/24/2006,2/24/2006,5,5,1,"6,480,000",1,public_relations,0,0,0,0,0,1,3,acquired
419,CA,"37,320,309","-12,205,004",95014,Cupertino,Cloud.com,01/01/2008,,4,01/01/2010,01/01/2010,2,2,1,"11,000,000",2,enterprise,0,0,0,1,0,0,3,acquired
135,CA,"373,169,065","-1,220,497,023",95014,Cupertino,Blue Lane Technologies,01/01/2002,,10,01/02/2005,01/02/2005,3,3,1,"13,400,000",1,public_relations,0,0,0,1,0,0,2,acquired
798,MA,"37,320,309","-12,205,004",95014,Cupertino,XtremIO,01/01/2009,,3,11/11/2009,05/12/2011,0,2,3,"19,000,000",1,enterprise,0,0,1,1,0,0,2,acquired
712,CA,"3,731,679,000,000,000","-12,205,079",95014,Cupertino,ArcSight,01/01/2000,,12,01/01/2000,6/30/2006,0,6,3,"26,914,000",3,software,0,0,1,1,1,0,6,acquired
286,CA,"329,583,632","-968,215,658",75001,Dallas,Texert,01/01/2007,7/14/2008,5,10/21/2008,10/21/2008,1,1,1,"3,000,000",0,software,0,0,1,0,0,0,1,closed
115,CA,"33,017,317","-96,837,682",75244,Dallas,SoftLayer,01/01/2005,,7,9/30/2009,3/25/2010,4,5,2,"30,000,000",3,network_hosting,1,0,0,0,0,0,1,acquired
81,CA,"42,241,765","-71,166,164",2026,Dedham,Metatomix,01/01/2000,,12,08/09/2003,2/17/2010,3,10,4,"27,101,994",1,enterprise,1,0,0,1,0,0,4.6667,acquired
699,CA,"3,974,627,279,999,990","-1,049,911,572",80202,Denver,Stratavia,01/01/2001,,11,8/31/2005,12/29/2009,4,8,5,"10,700,000",1,software,0,0,1,1,0,0,2.5,acquired
456,MA,"39,750,152","-10,499,643,799,999,900",80202,Denver,mSnap,01/06/2005,,7,01/06/2006,01/06/2006,1,1,1,"5,000,000",3,mobile,0,0,1,0,0,0,1,acquired
176,CA,"47,601,803","-122,332,085",80205,Denver,Photobucket,01/06/2003,,9,01/03/2005,5/14/2013,1,10,7,"33,672,656",3,web,1,0,1,1,0,0,2,acquired
638,PA,"39,035,298","-77,430,125",20166,Dulles,Anystream,01/01/2000,,12,01/01/2000,07/02/2007,0,7,3,"59,000,000",3,software,1,0,0,0,1,0,2,acquired
691,CA,"34,062,588","-8,416,923",30097,Duluth,Biofisica,01/01/2000,4/26/2012,12,10/31/2006,4/21/2008,6,8,2,"7,300,000",0,biotech,1,0,1,0,0,0,3,closed
196,CA,"35,986,906","-78,896,718",27701,Durham,EvoApp,01/01/2009,01/01/2013,3,10/15/2010,4/20/2012,1,3,3,"3,352,194",2,analytics,0,1,1,0,0,0,9.5,closed
906,IL,"35,996,653","-7,890,180,500,000,000",27713,Durham,Hatteras Networks,01/01/2000,,12,08/06/2005,01/06/2006,5,6,2,"36,000,000",1,software,1,0,0,0,0,1,3.5,acquired
1033,NC,"33,923,916","-11,839,665",90245,El Segundo,TelASIC Communications,01/01/2001,12/24/2009,11,3/22/2005,3/22/2005,4,4,1,"26,000,000",0,public_relations,0,0,0,0,0,1,4,closed
1115,PA,"34,048,857","-118,251,343",90245,El Segundo,Sometrics,01/09/2007,,5,5/14/2008,10/16/2009,1,2,3,"5,550,000",4,games_video,0,0,1,1,0,0,3,acquired
183,CA,"37,782,714","-12,239,358",94608,Emeryville,VirtuOz,01/01/2002,,10,10/10/2005,01/04/2012,3,10,4,"38,764,000",3,enterprise,1,0,1,1,0,0,2,acquired
363,CA,"375,455,355","-12,232,088,020,000,000",94608,Emeryville,Quantivo,01/01/2005,,7,09/01/2008,12/16/2009,3,4,2,"9,400,000",2,analytics,0,0,1,0,0,0,2,acquired
894,CA,"39,540,323","-104,857,271",80112,Englewood,MX Logic,01/01/2002,,10,07/11/2006,07/11/2006,4,4,1,"4,000,000",1,security,0,0,0,0,0,0,5,acquired
1147,CA,"396,478","-1,049,875",80155,Englewood,WildBlue,01/01/2004,,8,03/09/2008,03/09/2008,4,4,1,"50,000,000",1,web,1,0,0,0,0,0,4,acquired
549,CA,"395,604,863","-1,048,656,251",80112,Englewood,ZettaCore,01/01/1999,04/01/2012,13,11/05/2009,11/05/2009,10,10,1,"21,000,000",1,semiconductor,1,0,0,0,0,0,5,closed
636,TX,"42,055,849","-87,694,664",60201,Evanston,Amadesa,5/15/2005,01/07/2013,7,03/12/2007,05/10/2011,1,5,2,"12,800,000",1,software,0,0,1,1,0,0,2,closed
750,MA,"44,671,539","-70,144,101",6032,Farmington,LegiTime Technologies,01/01/2005,9/15/2010,7,01/03/2007,12/15/2009,2,4,2,"4,000,000",0,messaging,0,0,1,0,0,0,2,closed
291,CA,"3,755,818","-122,276,454",94404,Foster City,Visible Path,01/01/2002,,10,01/03/2006,01/03/2006,4,4,2,"24,700,000",5,web,0,0,1,1,0,0,4,acquired
671,CA,"37,561,111","-12,227,048,700,000,000",94404,Foster City,Etology,01/06/2005,12/25/2011,7,11/13/2006,11/13/2006,1,1,1,"4,000,000",0,web,0,0,1,0,0,0,3,closed
90,GA,"37,573,045","-1,222,823",94404,Foster City,Encentuate,01/01/2001,,11,3/22/2005,3/22/2005,4,4,1,"16,000,000",1,software,0,0,0,1,0,0,3,acquired
766,NY,"37,571,318","-122,267,962",94404,Foster City,Right90,01/01/2003,,9,2/28/2005,9/23/2008,2,5,3,"22,000,000",1,software,0,0,1,1,1,0,2.6667,acquired
653,CA,"42,276,316","-71,419,229",1702,Framingham,Diligent Technologies,01/01/2002,,10,8/21/2007,8/21/2007,5,5,1,"10,500,000",1,security,0,0,0,0,0,1,4,acquired
587,CA,"39,414,219","-77,410,927",21703,Frederick,Cerona Networks,01/01/2002,1/18/2012,10,4/21/2006,4/21/2006,4,4,1,"2,600,000",0,public_relations,0,0,1,0,0,0,1,closed
7,CA,"369,397,206","-1,217,768,449",95019-2901,Freedom,Appscio,01/01/2006,01/01/2011,6,3/20/2007,03/01/2009,1,3,2,"7,000,000",0,software,0,0,1,0,0,0,2,closed
596,CA,"3,754,827","-121,988,572",94538,Fremont,Mendocino Software,01/01/2003,07/02/2008,9,12/09/2005,01/01/2007,2,4,2,"19,700,000",1,software,1,0,0,1,0,0,4,closed
356,NY,"3,754,827","-121,988,572",94538,Fremont,Redwood Systems,01/01/2008,,4,03/10/2008,5/30/2012,0,4,4,"34,250,000",2,cleantech,1,0,1,1,1,0,2.25,acquired
542,RI,"37,554,214","-121,977,451",94538,Fremont,Silicon Clocks,01/01/2004,,8,02/06/2006,08/06/2009,2,5,3,"26,100,000",1,semiconductor,1,0,0,1,0,0,3.5,acquired
443,DC,"375,541,073","-1,219,756,765",94538,Fremont,HipLogic,01/01/2005,,7,08/02/2008,02/12/2009,3,4,2,"11,500,000",5,mobile,0,0,1,1,0,0,2.5,acquired
487,CA,"3,754,827","-121,988,572",94538,Fremont,Oorja Protonics,01/01/2004,10/16/2012,8,5/25/2006,11/01/2010,2,6,4,"21,470,000",0,cleantech,0,0,1,1,0,0,3.5,closed
1050,CA,"3,754,827","-121,988,572",94555-3619,Fremont,CV Ingenuity,01/01/2008,01/07/2013,4,04/10/2011,1/24/2013,3,5,3,"30,926,154",0,medical,0,0,0,1,0,0,3,closed
1009,CA,"374,815,098","-1,219,453,283",94538,Fremont,Redwood Systems,01/01/2008,,4,03/10/2008,5/30/2012,0,4,4,"34,250,000",2,cleantech,1,0,1,1,1,0,2.25,acquired
55,WA,"34,141,876","-118,132,377",91203,Glendale,MyShape,01/09/2003,01/04/2013,9,7/17/2007,10/11/2010,4,7,4,"28,000,000",2,ecommerce,1,0,0,1,1,0,3,closed
560,CA,"4,496,659","-93,331,943",55416,Golden Valley,Kardia Health Systems,01/01/2006,2/21/2012,6,01/01/2007,01/01/2008,1,2,2,"18,400,000",1,enterprise,1,0,0,0,0,0,1,closed
307,CA,"39,616,435","-104,879,925",80111,Greenwood Village,TrenStar,01/01/2001,,11,06/04/2007,06/04/2007,6,6,1,"10,000,000",1,software,1,0,0,0,0,0,1,acquired
475,CA,"40,707,045","-7,495,600,300,000,000",8827,Hampton,Enpirion,01/01/2001,,11,12/21/2004,3/31/2011,3,10,4,"59,000,000",1,semiconductor,0,0,0,1,1,0,6,acquired
837,TX,"3,596,544","-115,106,579",89052,Henderson,Trooval,01/09/2008,01/02/2011,4,07/04/2010,05/11/2010,2,2,2,"2,387,481",1,analytics,1,0,0,0,0,0,1,closed
305,CA,"38,969,532","-77,385,948",20170,Herndon,ZoomSafer,01/01/2009,,3,01/03/2009,07/03/2011,0,2,4,"3,350,000",2,mobile,0,1,1,1,0,0,1.5,acquired
354,TX,"40,477,604","-74,626,824",8844,Hillsborough,Relationship Analytics,01/08/2012,01/08/2013,0,05/04/2013,5/16/2013,1,1,2,"125,000",1,analytics,0,1,0,0,0,0,1,closed
426,CA,"34,102,827,000,000,000","-11,832,999",90028,Hollywood,HelpMeRent.com,01/10/2010,01/02/2013,2,01/08/2011,01/08/2011,0,0,1,"154,000",2,real_estate,0,1,0,0,0,0,1,closed
261,MI,"34,102,827,000,000,000","-11,832,999",90028,Hollywood,Help Me Rent Magazine,01/01/2010,01/05/2012,2,01/08/2010,01/08/2010,0,0,1,"500,000",0,real_estate,0,1,0,0,0,0,1,closed
838,CA,"29,758,938","-95,367,697",77046,Houston,U.S. Fiduciary,01/01/2003,4/17/2009,9,12/04/2007,12/04/2007,4,4,1,"9,000,000",0,other,0,0,0,0,0,1,2,closed
707,IL,"29,739,322","-95,444,747",77027,Houston,Rudder,01/10/2006,05/11/2010,6,1/15/2008,1/15/2008,2,2,1,"2,000,000",1,web,0,0,1,0,0,0,1,closed
523,NY,"43,493,525","-112,040,092",83402,Idaho Falls,RFinity,01/10/2008,01/06/2013,4,01/02/2011,01/02/2011,2,2,1,"4,000,000",4,mobile,0,0,1,0,0,0,1,closed
303,PA,"397,672,093","-861,580,785",46204,Indianapolis,ExactTarget,01/12/2000,,12,7/21/2004,10/24/2012,4,12,7,"238,209,999",3,software,1,0,0,0,0,0,2,acquired
267,CA,"39,914,281","-8,607,647,800,000,000",46250,Indianapolis,Vontoo,01/01/2005,10/31/2012,7,2/17/2009,2/24/2011,4,6,2,"2,192,000",3,public_relations,1,0,0,1,0,0,3,closed
1098,MA,"33,685,697","-117,825,982",92618,Irvine,Axiom Microdevices,01/01/2002,,10,08/02/2007,08/02/2007,5,5,1,"25,000,000",0,semiconductor,1,0,0,0,0,0,4,acquired
971,MA,"33,685,697","-117,825,982",92618,Irvine,Integrien,01/01/2001,,11,5/16/2005,11/05/2010,4,9,3,"24,510,540",2,enterprise,1,0,1,1,0,0,2.6667,acquired
258,CA,"42,048,203","-8,803,156,899,999,990",60143,Itasca,Accertify,01/03/2007,,5,03/06/2008,04/05/2010,1,3,2,"4,700,000",1,security,1,0,1,0,0,0,1,acquired
693,TX,"40,728,158","-74,077,642",7302,Jersey City,Quidsi,01/01/2005,,7,01/09/2006,4/20/2010,1,5,6,"78,500,000",3,ecommerce,0,0,1,1,1,1,3.4,acquired
89,WA,"39,103,151","-94,581,908",64106,Kansas City,Handmark,01/07/2000,,12,12/09/2005,07/09/2006,5,6,2,"10,000,000",2,mobile,0,0,1,1,0,0,4.5,acquired
984,MD,"39,388,156","-77,885,552",25430,Kearneysville,Plethora Technology,01/01/2000,5/23/2009,12,09/06/2005,09/06/2005,5,5,1,"1,000,000",0,software,0,0,1,0,0,0,3,closed
27,OR,"42,961,748","-78,870,914",14217,Kenmore,TrustDegrees,01/03/2011,01/01/2012,1,4/17/2011,09/06/2011,0,0,2,"11,000",1,web,0,1,0,0,0,0,1,closed
437,NY,"47,675,489","-122,191,667",98033-6314,Kirkland,SchemaLogic,01/01/2001,,11,1/17/2005,4/20/2010,4,9,5,"18,914,576",1,enterprise,1,0,0,0,1,0,3,acquired
827,PA,"306,324,797","-869,843,446",98033,Kirkland,Clearwire,01/10/2003,,9,06/05/2008,2/27/2013,5,10,4,"5,700,000,000",2,mobile,0,0,0,0,0,0,4.25,acquired
770,NY,"32,833,501","-11,726,162",92037,La Jolla,Nettle,04/10/2010,01/01/2012,2,11/08/2011,11/08/2011,1,1,1,"500,000",3,web,0,1,0,0,0,0,3,closed
536,MA,"32,833,501","-11,726,162",92037,La Jolla,Ortiva Wireless,01/01/2004,,8,01/02/2005,04/10/2011,1,7,5,"40,000,000",1,mobile,1,0,1,1,1,0,4,acquired
1096,CA,"3,355,327,800,000,000","-1,176,779",92677,Laguna Niguel,Symwave,01/01/2001,,11,7/18/2007,06/08/2009,6,8,3,"26,200,000",1,semiconductor,1,0,0,0,1,0,2.5,acquired
343,CO,"45,413,842","-122,725,662",97035,Lake Oswego,Sabrix,01/01/2002,,10,6/21/2006,6/21/2006,4,4,1,"13,000,000",1,software,0,0,0,0,0,1,4,acquired
412,GA,"4,003,935,300,000,000","-76,307,448",17603,Lancaster,FlyCast,01/01/2006,01/01/2013,6,01/01/2008,7/22/2009,2,3,2,"2,100,000",1,mobile,1,1,0,0,0,0,2,closed
344,CA,"37,862,592","-122,493,561",94939,Larkspur,mFoundry,01/01/2004,,8,3/21/2006,05/12/2011,2,7,3,"40,300,000",5,mobile,1,0,0,1,1,0,4,acquired
1016,RI,"36,170,538","-115,101,942",89101,Las Vegas,NSFW Corporation,01/01/2011,,1,05/10/2011,6/14/2013,0,2,2,"250,000",2,news,0,1,0,0,0,0,1.5,acquired
389,CA,"33,956,215","-83,987,962",30043,Lawrenceville,Nalace Corporation,01/01/2012,01/05/2013,0,4/19/2012,4/19/2012,0,0,1,"19,000",1,ecommerce,0,1,0,0,0,0,1,closed
661,CA,"42,447,318","-712,245",2421,Lexington,StreamBase Systems,01/01/2003,,9,1/24/2005,5/18/2012,2,9,5,"39,000,000",1,software,0,0,0,1,1,1,3.25,acquired
1042,MA,"424,717,204","-7,126,214,350,000,000",2421,Lexington,Coradiant,01/01/2000,,12,8/22/2005,8/22/2005,5,5,1,"12,700,000",2,public_relations,0,0,0,0,0,1,4,acquired
185,MA,"403,310,529","-1,117,276,347",84042,Lindon,Footnote,01/06/2006,,6,6/16/2006,01/01/2008,0,1,2,"10,000,000",2,web,0,0,1,0,0,0,2,acquired
890,CA,"41,808,458","-88,073,008",60188,Lisle,Univa UD,10/05/2004,,8,01/08/2005,3/23/2010,0,5,4,"33,000,000",2,software,1,0,1,1,1,0,5.3333,acquired
405,TX,"34,748,528","-92,287,158",72201,Little Rock,JavaJobs,01/01/1997,03/11/2012,15,01/10/2006,01/10/2006,9,9,1,"50,000",1,software,1,0,0,0,0,0,1,closed
708,CA,"42,537,592","-7,151,201",1460,Littleton,Akorri Networks,01/01/2005,,7,05/05/2005,3/23/2010,0,5,4,"48,730,000",3,software,1,0,1,1,1,0,3,acquired
1049,TX,"4,074,731,129,999,990","-7,395,491,820,000,000",11101,Long Island City,Songza,01/11/2007,,5,9/19/2011,10/09/2013,4,6,2,"6,700,000",4,music,1,0,0,0,0,0,8,acquired
330,CA,"40,138,979","-105,124,465",80501,Longmont,Copan Systems,01/01/2002,,10,08/03/2006,2/17/2009,4,7,3,"68,400,000",1,network_hosting,1,0,0,0,1,1,6.5,acquired
544,CA,"3,739,628,270,000,000","-122,105,531",94022,Los Altos,QSecure,01/01/2003,9/22/2012,9,02/08/2005,05/10/2009,2,6,5,"49,000,000",1,security,1,0,1,1,1,1,3.5,closed
383,CA,"37,351,894","-122,085,807",94024,Los Altos,SezWho,01/10/2006,,6,01/10/2007,01/10/2007,1,1,1,"1,000,000",3,web,0,0,1,0,0,0,1,acquired
802,MA,"34,043,948","-118,468,204",90025,Los Angeles,DailyStrength,01/04/2006,,6,5/18/2007,5/18/2007,1,1,1,"5,000,000",2,web,0,0,1,0,0,0,1,acquired
646,WA,"3,403,423,370,000,000","-1,184,536,137",90025,Los Angeles,GetBack,01/09/2007,11/22/2010,5,06/11/2008,06/11/2008,1,1,1,"1,700,000",1,web,0,0,1,0,0,0,1,closed
552,CA,"34,054,935","-118,244,476",90017,Los Angeles,ItsGoinOn,01/05/2010,01/11/2011,2,01/01/2011,01/01/2011,0,0,1,"100,000",2,games_video,0,1,0,0,0,0,1,closed
697,CA,"34,005,914,000,000,000","-118,488,129",90034,Los Angeles,Geodelic Systems,01/01/2008,01/01/2011,4,01/12/2008,9/23/2010,0,2,3,"10,500,000",3,mobile,1,0,1,1,0,0,2,closed
239,CA,"34,054,935","-118,244,476",90032,Los Angeles,Giiv,01/01/2009,01/08/2012,3,01/01/2009,01/06/2010,0,1,2,"3,350,000",1,messaging,0,1,1,0,0,0,2.5,closed
672,NC,"34,054,935","-118,244,476",90015,Los Angeles,HauteLook,01/12/2007,,5,12/05/2009,03/06/2010,2,3,2,"41,000,000",2,fashion,0,0,0,1,1,0,1.5,acquired
996,NY,"34,054,935","-118,244,476",90049,Los Angeles,nprogress,01/02/2010,01/01/2012,2,01/12/2011,01/12/2011,1,1,1,"1,700,000",2,social,0,0,0,0,0,0,7,closed
634,CA,"34,054,935","-118,244,476",90064,Los Angeles,NextMedium,01/01/2004,12/24/2011,8,01/02/2005,7/24/2006,1,2,2,"9,500,000",1,software,0,0,1,1,0,0,2.5,closed
825,CA,"34,050,451","-118,437,775",90024,Los Angeles,Contur,01/09/2011,01/11/2012,1,01/05/2012,01/05/2012,0,0,1,"20,000",1,messaging,0,1,0,0,0,0,1,closed
263,MA,"34,054,935","-118,244,476",90039,Los Angeles,HeadCase Humanufacturing,01/01/2006,01/01/2012,6,8/28/2006,8/28/2006,0,0,1,"900,000",0,software,0,0,1,0,0,0,1,closed
119,FL,"34,062,504","-118,354,605",90036,Los Angeles,Authenticlick,05/08/2005,01/01/2009,7,01/02/2006,01/02/2006,0,0,1,"5,000,000",1,search,0,0,1,0,0,0,1,closed
1004,CA,"34,083,228,000,000,000","-118,341,449",90038,Los Angeles,Clicker,01/01/2009,,3,9/15/2009,2/18/2010,0,1,2,"19,000,000",2,games_video,0,0,1,1,0,0,3.5,acquired
610,CA,"34,054,935","-118,244,476",90301,Los Angeles,Mail.com Media Corporation,01/01/2004,01/01/2011,8,10/21/2008,10/21/2008,4,4,1,"35,000,000",2,web,0,0,0,0,0,1,3,closed
246,CA,"34,050,451","-118,437,775",90024,Los Angeles,Diversion,01/05/2010,01/06/2012,2,10/18/2010,7/22/2011,0,1,2,"300,000",2,games_video,0,1,0,1,0,0,2,closed
22,CA,"37,238,916","-121,973,718",95032,Los Gatos,TriCipher,01/01/2000,,12,2/14/2005,12/28/2009,5,9,4,"40,100,000",1,enterprise,1,0,0,1,1,1,4.75,acquired
1014,CA,"37,222,698","-121,979,887",95030,Los Gatos,Eyeona,01/01/2011,01/11/2012,1,10/10/2011,10/10/2011,0,0,1,"2,000,000",2,web,0,0,0,0,0,0,1,closed
8,CA,"37,229,676","-121,971,225",95032-5405,Los Gatos,Amalfi Semiconductor,01/01/2003,,9,01/02/2006,4/24/2012,3,9,3,"64,000,000",2,semiconductor,1,0,0,1,1,0,3.3333,acquired
595,CA,"38,241,467","-8,572,451,099,999,990",40204,Louisville,Resonant Vibes,01/01/2004,4/27/2012,8,11/25/2008,11/25/2008,4,4,1,"350,000",0,web,1,0,0,0,0,0,1,closed
757,CA,"39,977,763","-10,513,193",80027,Louisville,NexGen Storage,01/01/2010,,2,07/02/2011,11/15/2011,1,1,2,"12,010,000",2,software,1,0,1,0,0,0,2.5,acquired
175,CA,"40,397,761","-10,507,498",80538,Loveland,Abound Solar,01/01/2007,01/11/2012,5,06/07/2010,12/15/2010,3,3,2,"510,000,000",3,cleantech,1,0,0,0,0,0,2.5,closed
336,MD,"426,161,515","-713,258,687",1851,Lowell,Dimdim,01/01/2006,,6,01/02/2007,01/07/2008,1,2,2,"8,400,000",3,web,0,0,1,1,0,0,2,acquired
493,CA,"4,299,564","-71,454,789",3101,Manchester,Trendslide,01/08/2011,,1,01/08/2011,01/03/2012,0,0,2,"125,000",2,mobile,0,1,0,0,0,0,1,acquired
333,WA,"42,345,927","-7,155,228,699,999,990",01752-4603,Marlborough,Camiant,01/01/2003,,9,3/29/2005,11/01/2007,2,4,2,"16,100,000",0,software,0,0,0,1,1,0,2.5,acquired
